AttributeKey;supplementaryRegulation;specificSupplementaryRegulation
FP_BEBAUUNGSFLAECHE_besondereArtDerBaulNutzung_1600;6_RegulationsOnBuildings;2_5_2_4_Kerngebiet
FP_BEBAUUNGSFLAECHE_besondereArtDerBaulNutzung_1700;6_RegulationsOnBuildings;2_5_3_1_Gewerbegebiet
FP_BEBAUUNGSFLAECHE_besondereArtDerBaulNutzung_1800;6_RegulationsOnBuildings;2_5_3_2_Industriegebiet
FP_BEBAUUNGSFLAECHE_besondereArtDerBaulNutzung_2000;6_RegulationsOnBuildings;2_5_4_1_SondergebietErholung
FP_BEBAUUNGSFLAECHE_besondereArtDerBaulNutzung_2100;6_RegulationsOnBuildings;2_5_4_2_SondergebietSonst
FP_BEBAUUNGSFLAECHE_besondereArtDerBaulNutzung_3000;6_RegulationsOnBuildings;2_5_4_3_Wochenendhausgebiet
FP_BEBAUUNGSFLAECHE_besondereArtDerBaulNutzung_4000;6_RegulationsOnBuildings;2_5_4_4_Sondergebiet
FP_BEBAUUNGSFLAECHE_besondereArtDerBaulNutzung_9999;6_RegulationsOnBuildings;2_5_5_1_SonstigesGebiet
FP_BEBAUUNGSFLAECHE__;6_RegulationsOnBuildings;2_5_BebauungsFlaeche
FP_BODENSCHAETZE__;7_2_7_RawMaterials;2_6_Bodenschaetze
FP_GEMEINBEDARF_zweckbestimmung_1000;7_1_3_3_Services;2_7_1_OeffentlicheVerwaltung
FP_GEMEINBEDARF_zweckbestimmung_1200;7_1_3_3_Services;2_7_2_BildungForschung
FP_GEMEINBEDARF_zweckbestimmung_1400;7_1_3_3_Services;2_7_3_Kirche
FP_GEMEINBEDARF_zweckbestimmung_1600;7_1_3_3_Services;2_7_4_Sozial
FP_GEMEINBEDARF_zweckbestimmung_1800;7_1_3_3_Services;2_7_5_Gesundheit
FP_GEMEINBEDARF_zweckbestimmung_2000;7_1_3_3_Services;2_7_6_Kultur
FP_GEMEINBEDARF_zweckbestimmung_2200;7_1_3_3_Services;2_7_7_Sport
FP_GEMEINBEDARF_zweckbestimmung_2400;7_1_3_3_Services;2_7_8_SicherheitOrdnung
FP_GEMEINBEDARF_zweckbestimmung_2600;7_1_3_3_Services;2_7_9_Infrastruktur
FP_GEMEINBEDARF_zweckbestimmung_9999;7_1_3_3_Services;2_7_10_Sonstiges
FP_GEMEINBEDARF_zweckbestimmung_10000;7_1_3_3_Services;2_7_1_1_KommunaleEinrichtung
FP_GEMEINBEDARF_zweckbestimmung_10001;7_1_3_3_Services;2_7_1_2_BetriebOeffentlZweckbestimmung
FP_GEMEINBEDARF_zweckbestimmung_10002;7_1_3_3_Services;2_7_1_3_AnlageBundLand
FP_GEMEINBEDARF_zweckbestimmung_10003;7_1_3_3_Services;2_7_1_4_SonstigeOeffentlicheVerwaltung
FP_GEMEINBEDARF_zweckbestimmung_12000;7_1_3_3_Services;2_7_2_1_Schule
FP_GEMEINBEDARF_zweckbestimmung_12001;7_1_3_3_Services;2_7_2_2_Hochschule
FP_GEMEINBEDARF_zweckbestimmung_12002;7_1_3_3_Services;2_7_2_3_BerufsbildendeSchule
FP_GEMEINBEDARF_zweckbestimmung_12003;7_1_3_3_Services;2_7_2_4_Forschungseinrichtung
FP_GEMEINBEDARF_zweckbestimmung_12004;7_1_3_3_Services;2_7_2_5_SonstigesBildungForschung
FP_GEMEINBEDARF_zweckbestimmung_14000;7_1_3_3_Services;2_7_3_1_Sakralgebaeude
FP_GEMEINBEDARF_zweckbestimmung_14001;7_1_3_3_Services;2_7_3_2_KirchlicheVerwaltung
FP_GEMEINBEDARF_zweckbestimmung_14002;7_1_3_3_Services;2_7_3_3_Kirchengemeinde
FP_GEMEINBEDARF_zweckbestimmung_14003;7_1_3_3_Services;2_7_3_4_SonstigesKirche
FP_GEMEINBEDARF_zweckbestimmung_16000;7_1_3_3_Services;2_7_4_1_EinrichtungKinder
FP_GEMEINBEDARF_zweckbestimmung_16001;7_1_3_3_Services;2_7_4_2_EinrichtungJugendliche
FP_GEMEINBEDARF_zweckbestimmung_16002;7_1_3_3_Services;2_7_4_3_EinrichtungFamilienErwachsene
FP_GEMEINBEDARF_zweckbestimmung_16003;7_1_3_3_Services;2_7_4_4_EinrichtungSenioren
FP_GEMEINBEDARF_zweckbestimmung_16004;7_1_3_3_Services;2_7_4_5_SonstigeSozialeEinrichtung
FP_GEMEINBEDARF_zweckbestimmung_18000;7_1_3_3_Services;2_7_5_1_Krankenhaus
FP_GEMEINBEDARF_zweckbestimmung_18001;7_1_3_3_Services;2_7_5_2_SonstigesGesundheit
FP_GEMEINBEDARF_zweckbestimmung_20000;7_1_3_3_Services;2_7_6_1_MusikTheater
FP_GEMEINBEDARF_zweckbestimmung_20001;7_1_3_3_Services;2_7_6_2_Bildung
FP_GEMEINBEDARF_zweckbestimmung_20002;7_1_3_3_Services;2_7_6_3_SonstigeKultur
FP_GEMEINBEDARF_zweckbestimmung_22000;7_1_3_3_Services;2_7_7_1_Bad
FP_GEMEINBEDARF_zweckbestimmung_22001;7_1_3_3_Services;2_7_7_2_SportplatzSporthalle
FP_GEMEINBEDARF_zweckbestimmung_22002;7_1_3_3_Services;2_7_7_3_SonstigerSport
FP_GEMEINBEDARF_zweckbestimmung_24000;7_1_3_3_Services;2_7_8_1_Feuerwehr
FP_GEMEINBEDARF_zweckbestimmung_24001;7_1_3_3_Services;2_7_8_2_Schutzbauwerk
FP_GEMEINBEDARF_zweckbestimmung_24002;7_1_3_3_Services;2_7_8_3_Justiz
FP_GEMEINBEDARF_zweckbestimmung_24003;7_1_3_3_Services;2_7_8_4_SonstigeSicherheitOrdnung
FP_GEMEINBEDARF_zweckbestimmung_26000;7_1_3_3_Services;2_7_9_1_Post
FP_GEMEINBEDARF_zweckbestimmung_26001;7_1_3_3_Services;2_7_9_2_SonstigeInfrastruktur
FP_GEMEINBEDARF__;7_1_3_3_Services;2_7_Gemeinbedarf
FP_GENERISCHESOBJEKT__;10_OtherSupplementaryRegulation;2_8_GenerischesObjekt
FP_GEWAESSER_zweckbestimmung_1000;7_1_3_9_HarborActivities;2_9_1_Hafen
FP_GEWAESSER_zweckbestimmung_1100;7_2_9_Water;2_9_2_Wasserflaeche
FP_GEWAESSER_zweckbestimmung_1200;7_2_9_Water;2_9_3_Fliessgewaesser
FP_GEWAESSER_zweckbestimmung_9999;7_2_9_Water;2_9_4_Sonstiges
FP_GEWAESSER__;7_2_9_Water;2_9_Gewaesser
FP_GRUEN_zweckbestimmung_1000;7_2_3_Recreation;2_10_1_Parkanlage
FP_GRUEN_zweckbestimmung_1200;7_2_3_Recreation;2_10_2_Dauerkleingarten
FP_GRUEN_zweckbestimmung_1400;7_2_3_Recreation;2_10_3_Sportplatz
FP_GRUEN_zweckbestimmung_1600;7_2_3_Recreation;2_10_4_Spielplatz
FP_GRUEN_zweckbestimmung_1800;7_2_3_Recreation;2_10_5_Zeltplatz
FP_GRUEN_zweckbestimmung_2000;7_2_3_Recreation;2_10_6_Badeplatz
FP_GRUEN_zweckbestimmung_2200;7_2_3_Recreation;2_10_7_FreizeitErholung
FP_GRUEN_zweckbestimmung_2400;7_2_3_Recreation;2_10_8_SpezGruenflaeche
FP_GRUEN_zweckbestimmung_2600;7_2_3_Recreation;2_10_9_Friedhof
FP_GRUEN_zweckbestimmung_9999;7_2_3_Recreation;2_10_10_Sonstiges
FP_GRUEN_zweckbestimmung_10000;7_2_3_Recreation;2_10_1_1_ParkanlageHistorisch
FP_GRUEN_zweckbestimmung_10001;7_2_3_Recreation;2_10_1_2_ParkanlageNaturnah
FP_GRUEN_zweckbestimmung_10002;7_2_3_Recreation;2_10_1_3_ParkanlageWaldcharakter
FP_GRUEN_zweckbestimmung_10003;7_2_3_Recreation;2_10_1_4_NaturnaheUferParkanlage
FP_GRUEN_zweckbestimmung_12000;7_2_3_Recreation;2_10_2_1_ErholungsGaerten
FP_GRUEN_zweckbestimmung_14000;7_2_3_Recreation;2_10_3_1_Reitsportanlage
FP_GRUEN_zweckbestimmung_14001;7_2_3_Recreation;2_10_3_2_Hundesportanlage
FP_GRUEN_zweckbestimmung_14002;7_2_3_Recreation;2_10_3_3_Wassersportanlage
FP_GRUEN_zweckbestimmung_14003;7_2_3_Recreation;2_10_3_4_Schiessstand
FP_GRUEN_zweckbestimmung_14004;7_2_3_Recreation;2_10_3_5_Golfplatz
FP_GRUEN_zweckbestimmung_14005;7_2_3_Recreation;2_10_3_6_Skisport
FP_GRUEN_zweckbestimmung_14006;7_2_3_Recreation;2_10_3_7_Tennisanlage
FP_GRUEN_zweckbestimmung_14007;7_2_3_Recreation;2_10_3_8_SonstigerSportplatz
FP_GRUEN_zweckbestimmung_16000;7_2_3_Recreation;2_10_4_1_Bolzplatz
FP_GRUEN_zweckbestimmung_16001;7_2_3_Recreation;2_10_4_2_Abenteuerspielplatz
FP_GRUEN_zweckbestimmung_18000;7_2_3_Recreation;2_10_5_1_Campingplatz
FP_GRUEN_zweckbestimmung_22000;7_2_3_Recreation;2_10_7_1_Kleintierhaltung
FP_GRUEN_zweckbestimmung_22001;7_2_3_Recreation;2_10_7_2_Festplatz
FP_GRUEN_zweckbestimmung_24000;7_2_3_Recreation;2_10_8_1_StrassenbegleitGruen
FP_GRUEN_zweckbestimmung_24001;7_2_3_Recreation;2_10_8_2_BoeschungsFlaeche
FP_GRUEN_zweckbestimmung_24002;7_2_3_Recreation;2_10_8_3_FeldWaldWiese
FP_GRUEN_zweckbestimmung_24003;7_2_3_Recreation;2_10_8_4_Uferschutzstreifen
FP_GRUEN_zweckbestimmung_24004;7_2_3_Recreation;2_10_8_5_Abschirmgruen
FP_GRUEN_zweckbestimmung_24005;7_2_3_Recreation;2_10_8_6_UmweltbildungsparkSchaugatter
FP_GRUEN_zweckbestimmung_24006;7_2_3_Recreation;2_10_8_7_RuhenderVerkehr
FP_GRUEN_zweckbestimmung_99990;7_2_3_Recreation;2_10_10_1_Gaertnerei
FP_GRUEN__;7_2_3_Recreation;2_10_Gruen
FP_KEINEZENTRABWASSERBESEITIGUNGFLAECHE__;7_3_3_Disposal;2_11_KeineZentrAbwasserBeseitigungFlaeche
FP_KENNZEICHNUNG_zweckbestimmung_1000;2_RiskExposure;2_12_1_Naturgewalten
FP_KENNZEICHNUNG_zweckbestimmung_2000;2_3_Mining;2_12_2_Abbauflaeche
FP_KENNZEICHNUNG_zweckbestimmung_3000;2_RiskExposure;2_12_3_AeussereEinwirkungen
FP_KENNZEICHNUNG_zweckbestimmung_4000;2_2_IndustrialRisk;2_12_4_SchadstoffBelastBoden
FP_KENNZEICHNUNG_zweckbestimmung_5000;1_1_NoiseManagementZone;2_12_5_LaermBelastung
FP_KENNZEICHNUNG_zweckbestimmung_6000;2_3_Mining;2_12_6_Bergbau
FP_KENNZEICHNUNG_zweckbestimmung_7000;5_3_AreaReservedForRestructuringParcels;2_12_7_Bodenordnung
FP_KENNZEICHNUNG_zweckbestimmung_8000;7_1_5_SpatialDevelopmentProjects;2_12_8_Vorhabensgebiet
FP_KENNZEICHNUNG_zweckbestimmung_9999;10_OtherSupplementaryRegulation;2_12_9_AndereGesetzlVorschriften
FP_KENNZEICHNUNG__;10_OtherSupplementaryRegulation;2_12_Kennzeichnung
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1000;7_1_3_5_Agriculture;2_13_1_LandwirtschaftAllgemein
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1100;7_1_3_5_Agriculture;2_13_2_Ackerbau
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1200;7_1_3_5_Agriculture;2_13_3_WiesenWeidewirtschaft
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1300;7_1_3_5_Agriculture;2_13_4_GartenbaulicheErzeugung
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1400;7_1_3_5_Agriculture;2_13_5_Obstbau
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1500;7_1_3_5_Agriculture;2_13_6_Weinbau
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1600;7_1_3_5_Agriculture;2_13_7_Imkerei
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1700;7_1_3_5_Agriculture;2_13_8_Binnenfischerei
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_9999;7_1_3_5_Agriculture;2_13_9_Sonstiges
FP_LANDWIRTSCHAFTSFLAECHE__;7_1_3_5_Agriculture;2_13_LandwirtschaftsFlaeche
FP_NUTZUNGSBESCHRAENKUNGSFLAECHE__;9_1_RestrictedActivities;2_14_NutzungsbeschraenkungsFlaeche
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1000;9_2_PermittedActivities;2_15_1_LandForstwirtschaft
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1200;9_2_PermittedActivities;2_15_2_OeffentlicheVersorgung
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1400;9_2_PermittedActivities;2_15_3_OrtsgebundenerGewerbebetrieb
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1600;9_2_PermittedActivities;2_15_4_BesonderesVorhaben
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1800;9_2_PermittedActivities;2_15_5_ErneuerbareEnergien
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_2000;9_2_PermittedActivities;2_15_6_Kernenergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_9999;9_2_PermittedActivities;2_15_7_Sonstiges
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10000;9_2_PermittedActivities;2_15_1_1_Aussiedlerhof
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10001;9_2_PermittedActivities;2_15_1_2_Altenteil
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10002;9_2_PermittedActivities;2_15_1_3_Reiterhof
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10003;9_2_PermittedActivities;2_15_1_4_Gartenbaubetrieb
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10004;9_2_PermittedActivities;2_15_1_5_Baumschule
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12000;9_2_PermittedActivities;2_15_2_1_Wasser
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12001;9_2_PermittedActivities;2_15_2_2_Gas
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12002;9_2_PermittedActivities;2_15_2_3_Waerme
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12003;9_2_PermittedActivities;2_15_2_4_Elektrizitaet
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12004;9_2_PermittedActivities;2_15_2_5_Telekommunikation
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12005;9_2_PermittedActivities;2_15_2_6_Abwasser
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_16000;9_2_PermittedActivities;2_15_4_1_BesondereUmgebungsAnforderung
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_16001;9_2_PermittedActivities;2_15_4_2_NachteiligeUmgebungsWirkung
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_16002;9_2_PermittedActivities;2_15_4_3_BesondereZweckbestimmung
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_18000;9_2_PermittedActivities;2_15_5_1_Windenergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_18001;9_2_PermittedActivities;2_15_5_2_Wasserenergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_18002;9_2_PermittedActivities;2_15_5_3_Solarenergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_18003;9_2_PermittedActivities;2_15_5_4_Biomasse
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_20000;9_2_PermittedActivities;2_15_6_1_NutzungKernerergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_20001;9_2_PermittedActivities;2_15_6_2_EntsorgungRadioaktiveAbfaelle
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_99990;9_2_PermittedActivities;2_15_7_1_StandortEinzelhof
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_99991;9_2_PermittedActivities;2_15_7_2_BebauteFlaecheAussenbereich
FP_PRIVILEGIERTESVORHABEN__;9_2_PermittedActivities;2_15_PrivilegiertesVorhaben
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_1000;3_HeritageProtection;2_16_1_SchutzPflege
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_2000;3_HeritageProtection;2_16_2_Entwicklung
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_3000;3_HeritageProtection;2_16_3_Anlage
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_4000;3_HeritageProtection;2_16_4_SchutzPflegeEntwicklung
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_9999;3_HeritageProtection;2_16_5_Sonstiges
FP_SCHUTZPFLEGEENTWICKLUNG__;3_HeritageProtection;2_16_SchutzPflegeEntwicklung
FP_SPIELSPORTANLAGE_zweckbestimmung_1000;7_2_3_Recreation;2_17_1_Sportanlage
FP_SPIELSPORTANLAGE_zweckbestimmung_2000;7_2_3_Recreation;2_17_2_Spielanlage
FP_SPIELSPORTANLAGE_zweckbestimmung_3000;7_2_3_Recreation;2_17_3_SpielSportanlage
FP_SPIELSPORTANLAGE_zweckbestimmung_9999;7_2_3_Recreation;2_17_4_Sonstiges
FP_SPIELSPORTANLAGE__;7_2_3_Recreation;2_17_SpielSportanlage
FP_STRASSENVERKEHR_zweckbestimmung_1000;7_3_1_1_Road;2_18_1_Autobahn
FP_STRASSENVERKEHR_zweckbestimmung_1200;7_3_1_1_Road;2_18_2_Hauptverkehrsstrasse
FP_STRASSENVERKEHR_zweckbestimmung_1400;7_3_1_1_Road;2_18_3_SonstigerVerkehrswegAnlage
FP_STRASSENVERKEHR_zweckbestimmung_1600;7_3_1_4_OtherNetworkInfrastructure;2_18_4_RuhenderVerkehr
FP_STRASSENVERKEHR_zweckbestimmung_9999;7_3_1_4_OtherNetworkInfrastructure;2_18_5_Sonstiges
FP_STRASSENVERKEHR_zweckbestimmung_14000;7_3_1_4_OtherNetworkInfrastructure;2_18_3_1_VerkehrsberuhigterBereich
FP_STRASSENVERKEHR_zweckbestimmung_14001;7_3_1_4_OtherNetworkInfrastructure;2_18_3_2_Platz
FP_STRASSENVERKEHR_zweckbestimmung_14002;7_3_1_4_OtherNetworkInfrastructure;2_18_3_3_Fussgaengerbereich
FP_STRASSENVERKEHR_zweckbestimmung_14003;7_3_1_4_OtherNetworkInfrastructure;2_18_3_4_RadFussweg
FP_STRASSENVERKEHR_zweckbestimmung_14004;7_3_1_4_OtherNetworkInfrastructure;2_18_3_5_Radweg
FP_STRASSENVERKEHR_zweckbestimmung_14005;7_3_1_4_OtherNetworkInfrastructure;2_18_3_6_Fussweg
FP_STRASSENVERKEHR_zweckbestimmung_14006;7_3_1_4_OtherNetworkInfrastructure;2_18_3_7_Wanderweg
FP_STRASSENVERKEHR_zweckbestimmung_14007;7_3_1_4_OtherNetworkInfrastructure;2_18_3_8_ReitKutschweg
FP_STRASSENVERKEHR_zweckbestimmung_14008;7_3_1_4_OtherNetworkInfrastructure;2_18_3_9_Rastanlage
FP_STRASSENVERKEHR_zweckbestimmung_14009;7_3_1_4_OtherNetworkInfrastructure;2_18_3_10_Busbahnhof
FP_STRASSENVERKEHR_zweckbestimmung_16000;7_5_2_ParkingObligationArea;2_18_4_1_Parkplatz
FP_STRASSENVERKEHR_zweckbestimmung_16001;7_3_1_4_OtherNetworkInfrastructure;2_18_4_2_Fahrradabstellplatz
FP_STRASSENVERKEHR_zweckbestimmung_140010;7_3_1_4_OtherNetworkInfrastructure;2_18_3_11_UeberfuehrenderVerkehrsweg
FP_STRASSENVERKEHR_zweckbestimmung_140011;7_3_1_4_OtherNetworkInfrastructure;2_18_3_12_UnterfuehrenderVerkehrsweg
FP_STRASSENVERKEHR__;7_3_1_1_Road;2_18_Strassenverkehr
FP_TEXTLICHEDARSTELLUNGSFLAECHE__;10_OtherSupplementaryRegulation;2_19_TextlicheDarstellungsFlaeche
FP_UNVERBINDLICHEVORMERKUNG__;10_OtherSupplementaryRegulation;2_20_UnverbindlicheVormerkung
FP_VERENTSORGUNG_zweckbestimmung_1000;7_3_2_Supply;2_21_1_Elektrizitaet
FP_VERENTSORGUNG_zweckbestimmung_1200;7_3_2_Supply;2_21_2_Gas
FP_VERENTSORGUNG_zweckbestimmung_1300;7_3_2_Supply;2_21_3_Erdoel
FP_VERENTSORGUNG_zweckbestimmung_1400;7_3_2_Supply;2_21_4_Waermeversorgung
FP_VERENTSORGUNG_zweckbestimmung_1600;7_3_2_Supply;2_21_5_Wasser
FP_VERENTSORGUNG_zweckbestimmung_1800;7_3_3_Disposal;2_21_6_Abwasser
FP_VERENTSORGUNG_zweckbestimmung_2000;7_3_3_Disposal;2_21_7_Regenwasser
FP_VERENTSORGUNG_zweckbestimmung_2200;7_3_3_Disposal;2_21_8_Abfallentsorgung
FP_VERENTSORGUNG_zweckbestimmung_2400;7_3_3_Disposal;2_21_9_Ablagerung
FP_VERENTSORGUNG_zweckbestimmung_2600;7_3_4_Communication;2_21_10_Telekommunikation
FP_VERENTSORGUNG_zweckbestimmung_2800;7_3_2_Supply;2_21_11_ErneuerbareEnergien
FP_VERENTSORGUNG_zweckbestimmung_3000;7_3_2_Supply;2_21_12_KraftWaermeKopplung
FP_VERENTSORGUNG_zweckbestimmung_9999;7_3_Infrastructure;2_21_13_Sonstiges
FP_VERENTSORGUNG_zweckbestimmung_10000;7_3_2_Supply;2_21_1_1_Hochspannungsleitung
FP_VERENTSORGUNG_zweckbestimmung_10001;7_3_2_Supply;2_21_1_2_TrafostationUmspannwerk
FP_VERENTSORGUNG_zweckbestimmung_10002;7_3_2_Supply;2_21_1_3_Solarkraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10003;7_3_2_Supply;2_21_1_4_Windkraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10004;7_3_2_Supply;2_21_1_5_Geothermiekraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10005;7_3_2_Supply;2_21_1_6_Elektrizitaetswerk
FP_VERENTSORGUNG_zweckbestimmung_10006;7_3_2_Supply;2_21_1_7_Wasserkraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10007;7_3_2_Supply;2_21_1_8_BiomasseKraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10008;7_3_2_Supply;2_21_1_9_Kabelleitung
FP_VERENTSORGUNG_zweckbestimmung_10009;7_3_2_Supply;2_21_1_10_Niederspannungsleitung
FP_VERENTSORGUNG_zweckbestimmung_12000;7_3_2_Supply;2_21_2_1_Ferngasleitung
FP_VERENTSORGUNG_zweckbestimmung_12001;7_3_2_Supply;2_21_2_2_Gaswerk
FP_VERENTSORGUNG_zweckbestimmung_12002;7_3_2_Supply;2_21_2_3_Gasbehaelter
FP_VERENTSORGUNG_zweckbestimmung_12003;7_3_2_Supply;2_21_2_4_Gasdruckregler
FP_VERENTSORGUNG_zweckbestimmung_12004;7_3_2_Supply;2_21_2_5_Gasstation
FP_VERENTSORGUNG_zweckbestimmung_12005;7_3_2_Supply;2_21_2_6_Gasleitung
FP_VERENTSORGUNG_zweckbestimmung_13000;7_3_2_Supply;2_21_3_1_Erdoelleitung
FP_VERENTSORGUNG_zweckbestimmung_13001;7_3_2_Supply;2_21_3_2_Bohrstelle
FP_VERENTSORGUNG_zweckbestimmung_13002;7_3_2_Supply;2_21_3_3_Erdoelpumpstation
FP_VERENTSORGUNG_zweckbestimmung_13003;7_3_2_Supply;2_21_3_4_Oeltank
FP_VERENTSORGUNG_zweckbestimmung_14000;7_3_2_Supply;2_21_4_1_Blockheizkraftwerk
FP_VERENTSORGUNG_zweckbestimmung_14001;7_3_2_Supply;2_21_4_2_Fernwaermeleitung
FP_VERENTSORGUNG_zweckbestimmung_14002;7_3_2_Supply;2_21_4_3_Fernheizwerk
FP_VERENTSORGUNG_zweckbestimmung_16000;7_3_2_Supply;2_21_5_1_Wasserwerk
FP_VERENTSORGUNG_zweckbestimmung_16001;7_3_2_Supply;2_21_5_2_Wasserleitung
FP_VERENTSORGUNG_zweckbestimmung_16002;7_3_2_Supply;2_21_5_3_Wasserspeicher
FP_VERENTSORGUNG_zweckbestimmung_16003;7_3_2_Supply;2_21_5_4_Brunnen
FP_VERENTSORGUNG_zweckbestimmung_16004;7_3_2_Supply;2_21_5_5_Pumpwerk
FP_VERENTSORGUNG_zweckbestimmung_16005;7_3_2_Supply;2_21_5_6_Quelle
FP_VERENTSORGUNG_zweckbestimmung_18000;7_3_3_Disposal;2_21_6_1_Abwasserleitung
FP_VERENTSORGUNG_zweckbestimmung_18001;7_3_3_Disposal;2_21_6_2_Abwasserrueckhaltebecken
FP_VERENTSORGUNG_zweckbestimmung_18002;7_3_3_Disposal;2_21_6_3_Abwasserpumpwerk
FP_VERENTSORGUNG_zweckbestimmung_18003;7_3_3_Disposal;2_21_6_4_Klaeranlage
