AttributeKey;hilucsLandUse;specificLandUse
FP_GEMEINBEDARF_zweckbestimmung_12002;3_3_2_EducationalServices;2_7_2_3_BerufsbildendeSchule
FP_GEMEINBEDARF_zweckbestimmung_12003;3_3_2_EducationalServices;2_7_2_4_Forschungseinrichtung
FP_GEMEINBEDARF_zweckbestimmung_12004;3_3_2_EducationalServices;2_7_2_5_SonstigesBildungForschung
FP_GEMEINBEDARF_zweckbestimmung_14000;3_3_4_ReligiousServices;2_7_3_1_Sakralgebaeude
FP_GEMEINBEDARF_zweckbestimmung_14001;3_3_4_ReligiousServices;2_7_3_2_KirchlicheVerwaltung
FP_GEMEINBEDARF_zweckbestimmung_14002;3_3_4_ReligiousServices;2_7_3_3_Kirchengemeinde
FP_GEMEINBEDARF_zweckbestimmung_14003;3_3_4_ReligiousServices;2_7_3_4_SonstigesKirche
FP_GEMEINBEDARF_zweckbestimmung_16000;3_3_3_HealthAndSocialServices;2_7_4_1_EinrichtungKinder
FP_GEMEINBEDARF_zweckbestimmung_16001;3_3_3_HealthAndSocialServices;2_7_4_2_EinrichtungJugendliche
FP_GEMEINBEDARF_zweckbestimmung_16002;3_3_3_HealthAndSocialServices;2_7_4_3_EinrichtungFamilienErwachsene
FP_GEMEINBEDARF_zweckbestimmung_16003;3_3_3_HealthAndSocialServices;2_7_4_4_EinrichtungSenioren
FP_GEMEINBEDARF_zweckbestimmung_16004;3_3_3_HealthAndSocialServices;2_7_4_5_SonstigeSozialeEinrichtung
FP_GEMEINBEDARF_zweckbestimmung_18000;3_3_3_HealthAndSocialServices;2_7_5_1_Krankenhaus
FP_GEMEINBEDARF_zweckbestimmung_18001;3_3_3_HealthAndSocialServices;2_7_5_2_SonstigesGesundheit
FP_GEMEINBEDARF_zweckbestimmung_20000;3_4_1_CulturalServices;2_7_6_1_MusikTheater
FP_GEMEINBEDARF_zweckbestimmung_20001;3_4_1_CulturalServices;2_7_6_2_Bildung
FP_GEMEINBEDARF_zweckbestimmung_20002;3_4_1_CulturalServices;2_7_6_3_SonstigeKultur
FP_GEMEINBEDARF_zweckbestimmung_22000;3_4_3_SportsInfrastructure;2_7_7_1_Bad
FP_GEMEINBEDARF_zweckbestimmung_22001;3_4_3_SportsInfrastructure;2_7_7_2_SportplatzSporthalle
FP_GEMEINBEDARF_zweckbestimmung_22002;3_4_3_SportsInfrastructure;2_7_7_3_SonstigerSport
FP_GEMEINBEDARF_zweckbestimmung_24000;3_3_1_PublicAdministrationDefenceAndSocialSecurityServices;2_7_8_1_Feuerwehr
FP_GEMEINBEDARF_zweckbestimmung_24001;3_3_1_PublicAdministrationDefenceAndSocialSecurityServices;2_7_8_2_Schutzbauwerk
FP_GEMEINBEDARF_zweckbestimmung_24002;3_3_1_PublicAdministrationDefenceAndSocialSecurityServices;2_7_8_3_Justiz
FP_GEMEINBEDARF_zweckbestimmung_24003;3_3_1_PublicAdministrationDefenceAndSocialSecurityServices;2_7_8_4_SonstigeSicherheitOrdnung
FP_GEMEINBEDARF_zweckbestimmung_26000;3_2_3_InformationAndCommunicationServices;2_7_9_1_Post
FP_GEMEINBEDARF_zweckbestimmung_26001;3_3_5_OtherCommunityServices;2_7_9_2_SonstigeInfrastruktur
FP_GEMEINBEDARF__;3_TertiaryProduction;2_7_Gemeinbedarf
FP_GENERISCHESOBJEKT__;6_6_NotKnownUse;2_8_GenerischesObjekt
FP_GEWAESSER_zweckbestimmung_1000;4_1_4_WaterTransport;2_9_1_Hafen
FP_GEWAESSER_zweckbestimmung_1100;6_3_2_WaterAreasNotInOtherEconomicUse;2_9_2_Wasserflaeche
FP_GEWAESSER_zweckbestimmung_1200;6_3_2_WaterAreasNotInOtherEconomicUse;2_9_3_Fliessgewaesser
FP_GEWAESSER_zweckbestimmung_9999;6_3_2_WaterAreasNotInOtherEconomicUse;2_9_4_Sonstiges
FP_GEWAESSER__;6_3_2_WaterAreasNotInOtherEconomicUse;2_9_Gewaesser
FP_GRUEN_zweckbestimmung_1000;3_4_4_OpenAirRecreationalAreas;2_10_1_Parkanlage
FP_GRUEN_zweckbestimmung_1200;1_1_3_AgriculturalProductionForOwnConsumption;2_10_2_Dauerkleingarten
FP_GRUEN_zweckbestimmung_1400;3_4_3_SportsInfrastructure;2_10_3_Sportplatz
FP_GRUEN_zweckbestimmung_1600;3_4_5_OtherRecreationalServices;2_10_4_Spielplatz
FP_GRUEN_zweckbestimmung_1800;3_4_4_OpenAirRecreationalAreas;2_10_5_Zeltplatz
FP_GRUEN_zweckbestimmung_2000;3_4_4_OpenAirRecreationalAreas;2_10_6_Badeplatz
FP_GRUEN_zweckbestimmung_2200;3_4_CulturalEntertainmentAndRecreationalServices;2_10_7_FreizeitErholung
FP_GRUEN_zweckbestimmung_2400;3_5_OtherServices;2_10_8_SpezGruenflaeche
FP_GRUEN_zweckbestimmung_2600;3_3_5_OtherCommunityServices;2_10_9_Friedhof
FP_GRUEN_zweckbestimmung_9999;6_6_NotKnownUse;2_10_10_Sonstiges
FP_GRUEN_zweckbestimmung_10000;3_4_4_OpenAirRecreationalAreas;2_10_1_1_ParkanlageHistorisch
FP_GRUEN_zweckbestimmung_10001;3_4_4_OpenAirRecreationalAreas;2_10_1_2_ParkanlageNaturnah
FP_GRUEN_zweckbestimmung_10002;3_4_4_OpenAirRecreationalAreas;2_10_1_3_ParkanlageWaldcharakter
FP_GRUEN_zweckbestimmung_10003;3_4_4_OpenAirRecreationalAreas;2_10_1_4_NaturnaheUferParkanlage
FP_GRUEN_zweckbestimmung_12000;1_1_3_AgriculturalProductionForOwnConsumption && 3_4_4_OpenAirRecreationalAreas;2_10_2_1_ErholungsGaerten
FP_GRUEN_zweckbestimmung_14000;3_4_3_SportsInfrastructure;2_10_3_1_Reitsportanlage
FP_GRUEN_zweckbestimmung_14001;3_4_3_SportsInfrastructure;2_10_3_2_Hundesportanlage
FP_GRUEN_zweckbestimmung_14002;3_4_3_SportsInfrastructure;2_10_3_3_Wassersportanlage
FP_GRUEN_zweckbestimmung_14003;3_4_3_SportsInfrastructure;2_10_3_4_Schiessstand
FP_GRUEN_zweckbestimmung_14004;3_4_3_SportsInfrastructure;2_10_3_5_Golfplatz
FP_GRUEN_zweckbestimmung_14005;3_4_3_SportsInfrastructure;2_10_3_6_Skisport
FP_GRUEN_zweckbestimmung_14006;3_4_3_SportsInfrastructure;2_10_3_7_Tennisanlage
FP_GRUEN_zweckbestimmung_14007;3_4_3_SportsInfrastructure;2_10_3_8_SonstigerSportplatz
FP_GRUEN_zweckbestimmung_16000;3_4_3_SportsInfrastructure;2_10_4_1_Bolzplatz
FP_GRUEN_zweckbestimmung_16001;3_4_4_OpenAirRecreationalAreas;2_10_4_2_Abenteuerspielplatz
FP_GRUEN_zweckbestimmung_18000;3_4_4_OpenAirRecreationalAreas;2_10_5_1_Campingplatz
FP_GRUEN_zweckbestimmung_22000;1_1_3_AgriculturalProductionForOwnConsumption;2_10_7_1_Kleintierhaltung
FP_GRUEN_zweckbestimmung_22001;3_4_2_EntertainmentServices;2_10_7_2_Festplatz
FP_GRUEN_zweckbestimmung_24000;6_3_1_LandAreasNotInOtherEconomicUse;2_10_8_1_StrassenbegleitGruen
FP_GRUEN_zweckbestimmung_24001;6_3_1_LandAreasNotInOtherEconomicUse;2_10_8_2_BoeschungsFlaeche
FP_GRUEN_zweckbestimmung_24002;6_3_1_LandAreasNotInOtherEconomicUse;2_10_8_3_FeldWaldWiese
FP_GRUEN_zweckbestimmung_24003;6_3_NaturalAreasNotInOtherEconomicUse;2_10_8_4_Uferschutzstreifen
FP_GRUEN_zweckbestimmung_24004;6_3_1_LandAreasNotInOtherEconomicUse;2_10_8_5_Abschirmgruen
FP_GRUEN_zweckbestimmung_24005;3_3_2_EducationalServices;2_10_8_6_UmweltbildungsparkSchaugatter
FP_GRUEN_zweckbestimmung_24006;4_1_1_RoadTransport;2_10_8_7_RuhenderVerkehr
FP_GRUEN_zweckbestimmung_99990;1_1_1_CommercialAgriculturalProduction;2_10_10_1_Gaertnerei
FP_GRUEN__;3_4_4_OpenAirRecreationalAreas;2_10_Gruen
FP_KEINEZENTRABWASSERBESEITIGUNGFLAECHE__;6_6_NotKnownUse;2_11_KeineZentrAbwasserBeseitigungFlaeche
FP_KENNZEICHNUNG_zweckbestimmung_1000;6_6_NotKnownUse;2_12_1_Naturgewalten
FP_KENNZEICHNUNG_zweckbestimmung_2000;1_3_MiningAndQuarrying;2_12_2_Abbauflaeche
FP_KENNZEICHNUNG_zweckbestimmung_3000;6_6_NotKnownUse;2_12_3_AeussereEinwirkungen
FP_KENNZEICHNUNG_zweckbestimmung_4000;6_6_NotKnownUse;2_12_4_SchadstoffBelastBoden
FP_KENNZEICHNUNG_zweckbestimmung_5000;6_6_NotKnownUse;2_12_5_LaermBelastung
FP_KENNZEICHNUNG_zweckbestimmung_6000;1_3_MiningAndQuarrying;2_12_6_Bergbau
FP_KENNZEICHNUNG_zweckbestimmung_7000;6_6_NotKnownUse;2_12_7_Bodenordnung
FP_KENNZEICHNUNG_zweckbestimmung_8000;6_6_NotKnownUse;2_12_8_Vorhabensgebiet
FP_KENNZEICHNUNG_zweckbestimmung_9999;6_6_NotKnownUse;2_12_9_AndereGesetzlVorschriften
FP_KENNZEICHNUNG__;6_6_NotKnownUse;2_12_Kennzeichnung
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1000;1_1_Agriculture;2_13_1_LandwirtschaftAllgemein
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1100;1_1_1_CommercialAgriculturalProduction;2_13_2_Ackerbau
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1200;1_1_1_CommercialAgriculturalProduction;2_13_3_WiesenWeidewirtschaft
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1300;1_1_1_CommercialAgriculturalProduction;2_13_4_GartenbaulicheErzeugung
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1400;1_1_1_CommercialAgriculturalProduction;2_13_5_Obstbau
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1500;1_1_1_CommercialAgriculturalProduction;2_13_6_Weinbau
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1600;1_1_1_CommercialAgriculturalProduction;2_13_7_Imkerei
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_1700;1_4_2_ProfessionalFishing;2_13_8_Binnenfischerei
FP_LANDWIRTSCHAFTSFLAECHE_zweckbestimmung_9999;1_1_Agriculture;2_13_9_Sonstiges
FP_LANDWIRTSCHAFTSFLAECHE__;1_1_Agriculture;2_13_LandwirtschaftsFlaeche
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1000;1_1_Agriculture && 1_2_Forestry;2_15_1_LandForstwirtschaft
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1200;4_3_Utilities;2_15_2_OeffentlicheVersorgung
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1400;2_SecondaryProduction;2_15_3_OrtsgebundenerGewerbebetrieb
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1600;6_6_NotKnownUse;2_15_4_BesonderesVorhaben
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_1800;6_6_NotKnownUse;2_15_5_ErneuerbareEnergien
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_2000;2_4_1_NuclearBasedEnergyProduction;2_15_6_Kernenergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_9999;6_6_NotKnownUse;2_15_7_Sonstiges
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10000;1_1_Agriculture;2_15_1_1_Aussiedlerhof
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10001;1_1_Agriculture;2_15_1_2_Altenteil
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10002;1_1_Agriculture;2_15_1_3_Reiterhof
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10003;1_1_Agriculture;2_15_1_4_Gartenbaubetrieb
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_10004;1_1_Agriculture;2_15_1_5_Baumschule
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12000;4_3_2_WaterAndSewageInfrastructure;2_15_2_1_Wasser
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12001;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_15_2_2_Gas
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12002;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_15_2_3_Waerme
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12003;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_15_2_4_Elektrizitaet
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12004;4_3_4_OtherUtilities;2_15_2_5_Telekommunikation
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_12005;4_3_2_WaterAndSewageInfrastructure;2_15_2_6_Abwasser
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_16000;6_6_NotKnownUse;2_15_4_1_BesondereUmgebungsAnforderung
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_16001;6_6_NotKnownUse;2_15_4_2_NachteiligeUmgebungsWirkung
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_16002;6_6_NotKnownUse;2_15_4_3_BesondereZweckbestimmung
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_18000;2_4_4_RenewableEnergyProduction;2_15_5_1_Windenergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_18001;2_4_4_RenewableEnergyProduction;2_15_5_2_Wasserenergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_18002;2_4_4_RenewableEnergyProduction;2_15_5_3_Solarenergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_18003;2_4_3_BiomassBasedEnergyProduction;2_15_5_4_Biomasse
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_20000;2_4_1_NuclearBasedEnergyProduction;2_15_6_1_NutzungKernerergie
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_20001;4_3_3_WasteTreatment;2_15_6_2_EntsorgungRadioaktiveAbfaelle
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_99990;1_1_Agriculture;2_15_7_1_StandortEinzelhof
FP_PRIVILEGIERTESVORHABEN_zweckbestimmung_99991;6_6_NotKnownUse;2_15_7_2_BebauteFlaecheAussenbereich
FP_PRIVILEGIERTESVORHABEN__;6_6_NotKnownUse;2_15_PrivilegiertesVorhaben
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_1000;6_3_NaturalAreasNotInOtherEconomicUse;2_16_1_SchutzPflege
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_2000;6_3_NaturalAreasNotInOtherEconomicUse;2_16_2_Entwicklung
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_3000;6_3_NaturalAreasNotInOtherEconomicUse;2_16_3_Anlage
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_4000;6_3_NaturalAreasNotInOtherEconomicUse;2_16_4_SchutzPflegeEntwicklung
FP_SCHUTZPFLEGEENTWICKLUNG_ziel_9999;6_3_NaturalAreasNotInOtherEconomicUse;2_16_5_Sonstiges
FP_SCHUTZPFLEGEENTWICKLUNG__;6_3_NaturalAreasNotInOtherEconomicUse;2_16_SchutzPflegeEntwicklung
FP_SPIELSPORTANLAGE_zweckbestimmung_1000;3_4_3_SportsInfrastructure;2_17_1_Sportanlage
FP_SPIELSPORTANLAGE_zweckbestimmung_2000;3_4_3_SportsInfrastructure;2_17_2_Spielanlage
FP_SPIELSPORTANLAGE_zweckbestimmung_3000;3_4_3_SportsInfrastructure;2_17_3_SpielSportanlage
FP_SPIELSPORTANLAGE_zweckbestimmung_9999;3_4_3_SportsInfrastructure;2_17_4_Sonstiges
FP_SPIELSPORTANLAGE__;3_4_3_SportsInfrastructure;2_17_SpielSportanlage
FP_STRASSENVERKEHR_zweckbestimmung_1000;4_1_1_RoadTransport;2_18_1_Autobahn
FP_STRASSENVERKEHR_zweckbestimmung_1200;4_1_1_RoadTransport;2_18_2_Hauptverkehrsstrasse
FP_STRASSENVERKEHR_zweckbestimmung_1400;4_1_1_RoadTransport;2_18_3_SonstigerVerkehrswegAnlage
FP_STRASSENVERKEHR_zweckbestimmung_1600;4_1_1_RoadTransport;2_18_4_RuhenderVerkehr
FP_STRASSENVERKEHR_zweckbestimmung_9999;4_1_5_OtherTransportNetwork;2_18_5_Sonstiges
FP_STRASSENVERKEHR_zweckbestimmung_14000;4_1_1_RoadTransport;2_18_3_1_VerkehrsberuhigterBereich
FP_STRASSENVERKEHR_zweckbestimmung_14001;4_1_5_OtherTransportNetwork;2_18_3_2_Platz
FP_STRASSENVERKEHR_zweckbestimmung_14002;4_1_5_OtherTransportNetwork;2_18_3_3_Fussgaengerbereich
FP_STRASSENVERKEHR_zweckbestimmung_14003;4_1_5_OtherTransportNetwork;2_18_3_4_RadFussweg
FP_STRASSENVERKEHR_zweckbestimmung_14004;4_1_5_OtherTransportNetwork;2_18_3_5_Radweg
FP_STRASSENVERKEHR_zweckbestimmung_14005;4_1_5_OtherTransportNetwork;2_18_3_6_Fussweg
FP_STRASSENVERKEHR_zweckbestimmung_14006;4_1_5_OtherTransportNetwork;2_18_3_7_Wanderweg
FP_STRASSENVERKEHR_zweckbestimmung_14007;4_1_5_OtherTransportNetwork;2_18_3_8_ReitKutschweg
FP_STRASSENVERKEHR_zweckbestimmung_14008;4_1_1_RoadTransport;2_18_3_9_Rastanlage
FP_STRASSENVERKEHR_zweckbestimmung_14009;4_1_1_RoadTransport;2_18_3_10_Busbahnhof
FP_STRASSENVERKEHR_zweckbestimmung_16000;4_1_1_RoadTransport;2_18_4_1_Parkplatz
FP_STRASSENVERKEHR_zweckbestimmung_16001;4_1_5_OtherTransportNetwork;2_18_4_2_Fahrradabstellplatz
FP_STRASSENVERKEHR_zweckbestimmung_140010;4_1_TransportNetworks;2_18_3_11_UeberfuehrenderVerkehrsweg
FP_STRASSENVERKEHR_zweckbestimmung_140011;4_1_TransportNetworks;2_18_3_12_UnterfuehrenderVerkehrsweg
FP_STRASSENVERKEHR__;4_1_1_RoadTransport;2_18_Strassenverkehr
FP_VERENTSORGUNG_zweckbestimmung_1000;2_4_EnergyProduction && 4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_1_Elektrizitaet
FP_VERENTSORGUNG_zweckbestimmung_1200;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_2_Gas
FP_VERENTSORGUNG_zweckbestimmung_1300;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_3_Erdoel
FP_VERENTSORGUNG_zweckbestimmung_1400;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_4_Waermeversorgung
FP_VERENTSORGUNG_zweckbestimmung_1600;4_3_2_WaterAndSewageInfrastructure;2_21_5_Wasser
FP_VERENTSORGUNG_zweckbestimmung_1800;4_3_2_WaterAndSewageInfrastructure;2_21_6_Abwasser
FP_VERENTSORGUNG_zweckbestimmung_2000;4_3_2_WaterAndSewageInfrastructure;2_21_7_Regenwasser
FP_VERENTSORGUNG_zweckbestimmung_2200;4_3_3_WasteTreatment;2_21_8_Abfallentsorgung
FP_VERENTSORGUNG_zweckbestimmung_2400;4_3_3_WasteTreatment;2_21_9_Ablagerung
FP_VERENTSORGUNG_zweckbestimmung_2600;4_3_4_OtherUtilities;2_21_10_Telekommunikation
FP_VERENTSORGUNG_zweckbestimmung_2800;2_4_4_RenewableEnergyProduction;2_21_11_ErneuerbareEnergien
FP_VERENTSORGUNG_zweckbestimmung_3000;2_4_4_RenewableEnergyProduction;2_21_12_KraftWaermeKopplung
FP_VERENTSORGUNG_zweckbestimmung_9999;4_3_4_OtherUtilities;2_21_13_Sonstiges
FP_VERENTSORGUNG_zweckbestimmung_10000;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_1_1_Hochspannungsleitung
FP_VERENTSORGUNG_zweckbestimmung_10001;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_1_2_TrafostationUmspannwerk
FP_VERENTSORGUNG_zweckbestimmung_10002;2_4_4_RenewableEnergyProduction;2_21_1_3_Solarkraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10003;2_4_4_RenewableEnergyProduction;2_21_1_4_Windkraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10004;2_4_4_RenewableEnergyProduction;2_21_1_5_Geothermiekraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10005;2_4_EnergyProduction;2_21_1_6_Elektrizitaetswerk
FP_VERENTSORGUNG_zweckbestimmung_10006;2_4_4_RenewableEnergyProduction;2_21_1_7_Wasserkraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10007;2_4_3_BiomassBasedEnergyProduction;2_21_1_8_BiomasseKraftwerk
FP_VERENTSORGUNG_zweckbestimmung_10008;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_1_9_Kabelleitung
FP_VERENTSORGUNG_zweckbestimmung_10009;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_1_10_Niederspannungsleitung
FP_VERENTSORGUNG_zweckbestimmung_12000;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_2_1_Ferngasleitung
FP_VERENTSORGUNG_zweckbestimmung_12001;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_2_2_Gaswerk
FP_VERENTSORGUNG_zweckbestimmung_12002;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_2_3_Gasbehaelter
FP_VERENTSORGUNG_zweckbestimmung_12003;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_2_4_Gasdruckregler
